minHBint8,minHBint4,minHBint7,nAtomLAC,nN,ETA_dBeta,SsssCH,SaaNH,minHBint6,C3SP2,nBondsD2,MDEC-22,ALogP,BCUTp-1l,minHBa,maxHBa,SdssC,minHBint5,nHsOH,AMR,Caco-2
0,-0.773445534,3.352750659,3,1,-1.25,0.613969883,0,-0.831242961,2,0,20.43993601,1.0069,4.910271108,-1.613513265,9.982247237,0,3.119629453,2,141.6032,0
0,-0.771280783,3.337802187,3,1,-1.75,1.367879456,0,-0.829289947,2,0,18.19959418,1.4283,4.910289896,-1.619424275,9.995169618,0,3.104321585,2,147.2269,0
7.225311489,-0.84246859,6.515176199,2,1,3,0.764302191,0,-0.93429522,4,1,20.52329901,1.5067,4.917389247,-1.770515567,13.6921673,-0.011463768,0,2,147.452,0
7.220978227,-0.841417652,6.506695036,3,1,3,0.375778731,0,-0.933785664,4,1,19.96209384,1.0746,4.917456674,-1.773368127,13.71348171,-0.012037423,0,2,146.4127,0
0,0,0,2,2,1,0.794557153,0,1.181045584,4,0,24.01997408,1.8467,4.86900524,2.278662312,10.07591792,0,1.052552075,2,147.4248,0
0,0,0,3,2,1,0.431179381,0,1.178922203,4,0,23.37809221,1.4146,4.869072646,2.279562518,10.08162365,0,1.049872192,2,146.3855,0
0,0,0,2,1,-0.5,1.519613194,0,0,4,0,31.12092351,2.451,5.081157102,2.497885623,10.01991703,0,0,1,140.3474,0
0,0,0,3,1,-0.5,1.159314921,0,0,4,0,30.35761734,2.0189,5.08142609,2.521033771,10.02681952,0,0,1,139.3081,0
0,0,0,0,1,8.25,0,3.516784769,1.995241374,4,0,18.78746115,2.0185,4.852578768,3.516784769,9.519503587,0,0,1,101.8665,0
0,0,1.984226559,0,1,8.25,0,3.531069303,0,4,0,18.71829626,2.0185,4.868424432,3.531069303,9.545989556,0,0,1,101.8665,0
0,0,1.949291532,0,1,8,0,3.468899991,1.968074033,4,0,15.92547917,1.4554,4.852976322,3.468899991,9.548744377,0,0,2,103.472,0
0,0,0,0,1,8.5,0,3.578954082,0,4,0,21.63651462,2.5816,6.760122704,3.578954082,3.578954082,0,0,0,100.261,1
0,0,0,0,2,3.5,0,2.338219955,1.429432192,2,0,10.26857522,2.0482,3.615611328,2.338219955,12.94303152,0,0,1,85.1841,0
0,0,2.82986823,0,1,3.75,0,0,0,3,0,10.26857522,2.5163,3.699685547,4.561788785,13.15344818,0,0,1,84.1599,0
0,0,0,0,2,7.25,0,0,0,1,0,15.59169494,2.0032,4.864291495,0.76513009,9.579576233,0,1.216313509,1,104.6507,1
0,0,0,0,3,5.75,0,0,0,1,0,9.826197544,-0.0719,4.85451202,2.036018519,9.514975172,0,1.183909469,1,92.1856,1
1.174855979,0,0,0,3,5.75,0,0,0,0,0,13.47941715,0.51,4.857688909,2.053695988,9.535859946,0,1.210032048,1,98.0001,1
0,0,0,0,2,7.5,0,0,0,1,0,18.71829626,1.6345,4.856650846,2.115185185,9.528917797,0,1.211544898,1,99.9345,1
0,0,0,0,0,-11,1.797419205,0,0,1,2,13.07752294,-0.3292,5.283374435,10.07188342,10.49381448,1.462637472,0,2,86.0508,1
0,0,0,2,0,-10,1.495681458,0,0,1,2,15.03343484,0.7448,5.286546994,10.11553127,11.02853671,1.422510734,0,2,94.2603,1
0,0,0,0,0,-11.5,1.823021424,0,0,1,2,13.07752294,0.4194,5.285831553,10.10577461,10.95909226,1.459129819,0,2,92.2286,1
2.354148087,0,0,0,0,-12.25,1.413387175,0,2.788943998,1,1,13.07752294,-1.4854,5.248230105,10.02454782,10.46458995,1.330693027,0,3,83.1804,1
0,0,0,0,0,-11.5,2.086886797,0,0,1,1,10.50262991,-0.3947,5.233531381,10.01065893,10.45677745,1.545970805,0,2,81.4057,1
0,0,4.441265761,3,0,-10.5,1.698763031,0,0,1,1,15.62655689,0.1844,5.155507308,10.1272264,10.52779982,1.456109694,0,2,88.2688,1
4.119238194,0,0,2,0,-10,1.486729012,0,3.947734006,1,1,13.07752294,-0.2718,5.256701755,10.03758637,10.47365631,1.344581916,0,2,83.6678,1
0,0,0,3,0,-12.5,2.114323153,0,0,1,1,15.62655689,-1.211,5.292474676,10.17888456,10.5601455,1.598609694,0,2,89.5793,1
0,0,0,0,0,-12,2.108109397,0,0,1,1,13.07752294,-0.7298,5.27282757,10.10618048,10.51397266,1.580693027,0,2,86.2541,1
0,0,0,3,0,-11.5,1.906543092,0,0,1,2,15.62655689,-0.008,5.297748181,10.15305548,10.54397266,1.527359694,0,2,90.8054,1
0,0,0,4,0,-12,1.891319169,0,0,1,2,18.11401559,-0.8056,5.312843432,10.2119868,10.58421801,1.522544879,0,2,95.0325,1
0,0,0,3,0,-11.5,1.890473238,0,0,1,2,15.62655689,-0.1294,5.303021878,10.15479159,10.54616016,1.511804138,0,2,91.9547,1
0,0,0,3,0,-11.5,1.890473238,0,0,1,2,15.62655689,-0.1294,5.303021878,10.15479159,10.54616016,1.511804138,0,2,91.9547,1
0,0,1.685901597,2,0,-12,1.649439602,0,0,1,2,15.62655689,-1.1417,4.804127723,5.30818081,10.56421801,1.442544879,0,2,92.7797,1
0,0,0,2,0,-11,2.003574332,0,0,1,2,15.62655689,-0.1904,5.332014987,10.16940386,10.55551201,1.549211546,0,2,93.6704,1
0,0,0.292075336,2,0,-11.25,1.969606676,0,0,1,2,15.62655689,-0.2744,5.313936166,0.930356138,10.55270337,1.537976978,0,2,90.8524,1
0,0,0.292075336,2,0,-11.25,1.969606676,0,0,1,2,15.62655689,-0.2744,5.313936166,0.930356138,10.55270337,1.537976978,0,2,90.8524,1
0,0,4.49034476,2,0,-11.25,1.164834538,0,0,1,2,15.62655689,-0.7333,4.126266169,10.06104159,13.29438192,1.271804138,0,2,86.264,1
0,0,4.49034476,2,0,-11.25,1.164834538,0,0,1,2,15.62655689,-0.7333,4.126266169,10.06104159,13.29438192,1.271804138,0,2,86.264,1
0,0,0,6,1,1.75,0,0,0,5,1,34.66905333,1.8147,4.11811759,2.095784436,9.831987289,2.361108576,0,2,141.319,0
0,0,0,5,1,2.25,0,0,0,5,1,31.75946632,2.1027,4.290450097,2.09060303,9.794797207,2.264914321,0,2,138.4074,0
0,0,0,4,1,2.75,0,0,0,5,1,28.72572802,2.5839,4.634863419,2.084383974,9.772679814,2.097368025,0,2,135.0822,0
0,0,0,5,1,2,0,0,0,5,1,31.75946632,3.2559,4.916503744,-0.572966815,9.866805165,2.611588966,0,1,149.333,0
0,0,0,5,4,3.25,0,0,0,5,3,31.75946632,-0.1277,3.536373274,2.085839708,9.840423928,2.247856025,0,1,140.656,0
0,0,0,4,4,3.75,0,0,0,5,3,28.72572802,0.3535,3.622255003,2.079255635,9.804590595,2.10569191,0,1,137.3308,0
0,0,0,6,2,4.75,0,0,0,5,1,34.66905333,2.6209,3.991754156,2.090682395,9.823722826,2.293330799,0,1,141.8784,0
0,0,0,5,2,5.25,0,0,0,5,1,31.75946632,2.9089,4.163517041,2.08468587,9.784797207,2.162414321,0,1,138.9668,0
0,0,0,5,1,2.25,0,0,0,5,1,31.75946632,3.3073,4.913223142,1.034264585,9.833262669,2.580373855,0,1,141.4584,0
0,0,0,4,1,2.75,0,0,0,5,1,28.72572802,3.7885,4.9121321,0.969880109,9.796340417,2.574435926,0,1,138.1332,0
0,0,0,0,1,4,0,0,0.895348976,0,2,12.47552501,0.7663,4.943063853,1.480867347,12.66758787,0,0,1,83.3046,1
0,0,0,0,1,4,0,0,0.93658762,0,2,9.663919742,1.219,4.955224424,1.576353458,12.84578746,0,0,1,90.8388,1
0,0,0,0,1,3,0,0,0.861656561,0,2,9.735989904,0.2677,4.945114873,1.44170068,12.8264007,0,0,1,89.9481,1
0,0,0,3,1,3.5,0,0,0.913574258,0,2,14.7685477,0.1885,4.94797526,1.536422902,12.82647676,0,0,1,86.8366,1
0,0,7.621260724,0,1,3.75,0,0,0.836231437,0,2,9.842868358,0.2032,4.889024992,1.383089569,12.69001559,0,0.830644071,2,84.9101,1
0,0,0,0,1,3.5,0,0,0.810022916,1,2,10.3790569,1.2127,5.257437765,1.49420068,12.81981009,0,0,1,87.5866,1
0,0,0,0,1,3.5,-0.146005396,0,0.901744393,0,2,10.26857522,0.4658,4.952887961,1.522534014,12.87800454,0,0,1,88.5094,1
0,0,0,0,1,3,0,0,0.849289813,0,2,9.663919742,0.2677,4.94735437,1.424154384,12.88018424,0,0,1,89.9481,1
0,0,0,3,1,2.5,0,0,0.898807222,0,2,12.47552501,1.9814,4.957799464,1.56420068,13.11425454,0,0,1,97.1531,1
0,0,0,0,1,7,0,0,0.872935559,1,2,24.1929594,1.633,4.957895981,1.517904384,13.24090561,0,0,1,107.762,1
0,0,0,0,1,1.5,0.0565409,0,0.967907658,0,2,21.96377215,-1.0768,4.964033913,1.716145125,13.33580499,0,0,1,91.27,1
0,0,0,0,1,7.5,0,0,0.836386091,0,2,21.96377215,1.3702,4.962905783,1.43920068,13.2369898,0,0,1,103.5976,1
0,0,0,4,1,3,0,0,0.919199884,0,2,17.07550882,-0.0995,4.950430298,1.567672902,12.94240646,0,0,1,89.7482,1
0,0,0,3,1,4.5,0,0,0.851300699,0,3,14.7685477,1.1327,4.949293739,1.418367347,12.77869898,0,0,1,88.1735,1
0,0,0,3,1,3,0,0,0.858237762,1,2,9.598815621,1.0876,5.27450957,1.645242347,13.15689857,0,0,1,98.6528,1
0,0,0,3,1,5.5,0,0,0.799569112,3,2,21.07637198,1.6471,5.274676201,1.607626606,13.56224049,0,0,1,119.6342,1
0,0,0,3,1,3.25,0,0,0.718609997,0,2,11.71943398,0.0983,4.947610808,1.19845994,13.95081402,0,0,1,86.9644,1
0,7.567529821,0,3,1,0.75,0,0,0.755403276,1,2,9.598815621,1.5437,3.851360352,1.298728741,13.11650741,0,0,1,99.5853,1
0,0,0,3,1,3.5,0,0,0.953276765,0,2,11.71943398,0.6412,4.960135862,1.631909014,13.00467635,0,0,1,94.3708,1
0,0,0,3,1,1.5,0,0,0.833906806,3,2,8.975790441,1.1926,5.274628107,1.65508031,13.39907313,0,0,1,104.531,1
0,0,0,3,1,2,0,0,0.831581681,3,2,7.130168372,1.5277,5.272172798,1.62383031,13.28314342,0,0,1,99.6826,1
0,0,0,3,1,2.5,0,0,0.872625037,1,2,7.130168372,1.3723,5.277630273,0.622515453,13.31949459,0,0,1,100.551,1
0,0,0,3,1,1,0,0,0.835715402,3,2,11.07393502,0.8575,5.277083472,1.68633031,13.51500283,0,0,1,109.3794,1
0,0,0,3,1,2.25,0,0,0.852113456,2,2,7.130168372,1.45,5.274901545,0.596342614,13.30131901,0,0,1,100.1168,1
0,0,0,3,1,2.75,0,0,0.948500602,1,2,9.111188165,1.0036,4.960527924,0.599212318,13.14909678,0,0,1,95.8348,1
0,0,0,3,1,0.75,0,0,0.537507062,1,2,11.71943398,1.091,4.035963867,0.90033494,13.25446092,0,0,1,92.0511,1
0,0,0,3,1,2.75,0,0,0.849432403,1,2,9.598815621,1.0036,5.269989535,0.60168212,13.14909678,0,0,1,95.8348,1
0,0,0,3,1,3.25,0,0,0.9433714,0,2,11.71943398,0.5572,4.955615943,0.604551824,12.99687456,0,0,1,91.5528,1
0,0,0,3,1,2.5,0,0,0.828482532,2,2,9.598815621,1.0813,5.267260771,1.586793273,13.1309212,0,0,1,95.4006,1
0,0,0,0,1,2,-0.018690581,0,0.958628324,1,2,11.88634737,-0.0067,4.955532808,1.646376606,13.06411565,0,0,1,89.1676,1
0,0,0,0,1,2.75,0,0,0.906805436,1,2,10.00613403,0.8539,5.138872731,0.624708034,12.87881901,0,0,1,85.9742,1
0,0,0,0,0,3.5,0,0,0,6,1,6.378418158,1.9813,5.277608616,9.759082945,9.833702024,0,0,2,83.1821,1
0,2.906000069,0,3,0,0.5,0,0,0,6,1,2.583139262,2.7566,5.367091269,6.346388889,10.28184986,0,2.54182324,2,98.3032,1
0,3.027377631,0,0,0,1,0,0,0,5,0,2.40685195,1.9798,5.315332009,6.122083333,9.958619982,0,2.86231738,2,84.7411,1
0,2.931440273,0,3,0,0,0.368954082,0,0,5,0,2.78208087,2.1638,5.285906551,6.219722222,9.98481345,0,2.899381829,2,93.0906,1
0,2.990505376,0,0,0,1,-0.149259259,0,0,6,0,1.10520945,1.833,5.2956867,5.989583333,10.02500887,0,2.727162343,2,84.5517,1
0,2.974169287,0,3,0,0.5,-0.079814815,0,0,5,0,4.03125611,0.8106,5.266260965,6.149305556,9.932826567,0,2.962639339,2,86.0929,1
0,3.004826178,0,0,0,1,-0.093703704,0,0,5,0,2.78208087,1.0986,5.246618884,6.058055556,9.875631351,0,3.013333632,2,83.1813,1
0,3.037590666,0,0,0,1,-0.0925,0,0,5,0,3.049044416,1.0986,5.295681052,6.083888889,9.939697079,0,2.889295875,2,83.1813,1
0,3.0557726,0,0,0,1.5,-0.143425926,0,0,5,0,2.40685195,1.3866,5.276031721,5.934583333,9.844175537,0,2.939503212,2,80.2697,1
0,3.023094086,0,0,0,1.5,-0.14462963,0,0,5,0,1.969259364,1.3866,5.207327348,5.90875,9.80292727,0,3.059654384,2,80.2697,1
0,3.032839526,0,0,0,2,0,0,0,5,0,3.085169314,1.3973,5.128738256,5.700416667,9.716664987,0,3.110120637,2,75.6853,1
0,3.065362058,0,0,0,2,0,0,0,5,0,3.34162531,1.3973,5.236726269,5.72625,9.72639776,0,2.995374558,2,75.6853,1
0.166303811,2.817938175,0,0,0,2.25,0,0,6.399399942,5,1,1,2.1861,5.222082724,0.381700647,12.36490776,-0.453707133,2.372260594,2,85.0781,1
0.183519429,2.873689035,0,0,0,2.75,0,0,6.511441258,4,1,1.310370697,1.7397,5.143489914,0.385794878,12.21268554,-0.461207133,2.563890129,2,80.7961,1
0.06400586,2.913018973,0,0,0,3,0,0,6.677120659,3,1,1.310370697,1.2031,4.715283815,0.116018048,13.75329743,-0.605154321,3.006757553,2,76.6419,1
0,2.845173043,0,0,0,2.25,0,0,6.498956155,6,1,1.10520945,1.8951,5.117297588,5.350694444,12.22207861,-0.50212963,2.675559973,2,79.9277,1
0,2.72785677,0,0,0,2.25,0,0,6.180280564,6,1,1.10520945,1.8951,5.07800324,5.376527778,12.18115646,-0.505555556,2.819530531,2,79.9277,1
0,2.867250819,0,0,0,2.75,0,0,6.529693975,5,1,1.969259364,1.4487,4.960111541,5.269861111,12.00124528,-0.518333333,2.964506411,2,75.6457,1
0,2.825853795,0,0,0,2.25,0,0,6.443174802,5,1,3.085169314,1.1136,4.999408282,5.314362245,12.11717498,-0.507592593,2.841918895,2,80.4941,1
0,2.91517323,0,0,0,3.25,0,0,6.585824722,4,1,2.40685195,1.455,5.154675194,5.354143519,12.09583375,-0.472222222,2.888390178,2,78.8979,1
7.174693568,3.144437971,0,0,0,2.5,0,0,7.612546973,4,1,3.20884416,0.577,4.64312852,4.982361111,13.83584806,-0.731712963,2.583644607,2,76.3399,1
7.682389066,3.154726218,0,0,0,3,0,0,7.631301864,4,1,2.40685195,0.9121,4.633304021,4.920694444,13.75396148,-0.74962963,2.748494624,2,71.4915,1
0,2.733141812,0,0,0,2.25,0,0,6.182629471,5,1,3.20884416,1.1136,5.078002381,5.386944444,12.18578609,-0.498888889,2.855294747,2,80.4941,1
0,2.878853126,0,0,0,2.25,0,0,6.571287774,5,1,3.20884416,1.1136,5.117296321,5.357361111,12.22874528,-0.491712963,2.678893571,2,80.4941,1
5.348919282,2.853318248,0,0,0,3,0,0,6.666062185,4,1,2.40685195,0.4392,4.940328352,5.135694444,11.90985639,-0.75962963,3.094460105,3,72.9692,1
0.188914245,2.870823414,0,0,0,2.75,0,0,6.499869076,4,1,1.10520945,1.7397,5.248268467,0.356515305,12.26642703,-0.435061728,2.699084341,2,80.7961,1
0,2.989358929,0,0,0,2.75,0,0,6.854856874,5,1,1.969259364,1.4487,4.999402877,5.245740741,12.02893424,-0.513055556,2.81570611,2,75.6457,1
0,2.752223789,0,0,0,2.75,0,0,6.215895985,5,1,2.065979662,1.4487,4.920810286,5.295694444,11.96032313,-0.521759259,3.108121241,2,75.6457,1
0,3.149891217,0,0,0,3.25,0,0,7.268136332,4,1,3.581465329,1.0023,4.932396531,5.164907407,11.91763416,-0.51712963,2.853019652,2,71.3637,1
0,2.918808365,0,0,0,3.25,0,0,6.632013178,4,1,3.581465329,1.0023,4.881514917,5.214861111,11.84902305,-0.525833333,3.142161169,2,71.3637,1
0,2.898672623,0,0,0,2.75,0,0,6.606605165,5,1,2.40685195,1.4487,5.038705237,5.295694444,12.06985639,-0.50962963,2.859885564,2,75.6457,1
2.843531461,2.82773227,0,0,0,1.5,0,0,6.404626728,6,1,1,2.4123,5.292600742,5.531909722,12.52940996,-0.328075869,0,1,92.4999,1
2.85341954,2.837221102,0,0,0,1.5,0,0,6.431132079,6,1,1.10520945,1.9596,5.043648594,5.413668981,12.27116922,-0.402728647,0,1,84.9657,1
0,2.834310577,0,0,0,1.5,0,0,6.432801032,5,1,3.085169314,1.1781,4.97721,5.254133178,12.28866024,-0.416851852,0,1,85.5321,1
0,2.85048578,0,0,0,3.5,0,0,6.447348483,6,2,3.085169314,2.5237,5.059145426,5.391176304,12.19398904,-0.39537037,0,1,82.9673,1
0,2.810777018,0,3,0,2.5,0,0,6.358336373,6,2,4.557532351,2.8449,5.073518982,5.433285856,12.29078609,-0.374803477,0,1,87.7219,1
0,2.88385779,0,0,0,3,0,0,6.474117758,5,1,1.969259364,2.4645,5.125270108,5.406949588,12.13833375,-0.320925926,0,1,81.5744,1
0,2.873894953,0,0,0,2.5,0,0,6.469024268,6,1,1.969259364,2.4582,5.009303039,5.380972222,12.11235639,-0.358333333,0,1,78.3222,1
0,2.821728731,0,4,0,3,0,0,6.359131994,5,2,6.173609071,2.0536,5.125627157,5.454949951,12.29343784,-0.332665633,0,1,95.2012,0
0,2.893982016,0,0,0,2.5,0,0,6.543596565,4,1,2.00414513,1.5195,5.018096196,5.300869289,12.1508938,-0.405041152,0,1,83.9359,1
0,2.894874467,0,0,0,3,0,0,6.495113131,5,1,2.00414513,2.4645,5.085973621,5.391821093,12.09741161,-0.324351852,0,1,81.5744,1
0,2.875009511,0,0,0,2.5,0,0,6.477095773,6,1,2.065979662,2.4582,5.087895085,5.406805556,12.1809675,-0.34962963,0,1,78.3222,1
0,2.90864293,0,0,0,3.5,0,0,6.511429583,4,1,2.00414513,2.4708,5.283770121,5.448169879,12.19653817,-0.268629115,0,1,84.8266,1
0,2.833978158,0,0,1,2.5,0,0,6.532035754,5,3,2.40685195,0.7308,5.215071701,2.537144012,12.381447,-0.556825187,2.140471351,1,90.2062,1
0,2.902325485,0,0,1,2.75,0,0,6.576387218,5,1,2.40685195,0.8151,5.077425832,5.35125,12.12541194,-0.42962963,2.702094323,1,77.59,1
0,2.90884707,0,0,0,2,0,0,6.599301915,5,1,2.40685195,1.5132,5.016506537,5.242420215,12.24134165,-0.418888889,0,1,80.6837,1
0,2.844588129,0,3,0,3.5,0,0,6.418961375,5,2,6.775583105,2.2771,5.000200971,5.380021967,12.14029998,-0.381895314,0,1,84.5892,1
0,2.771931648,0,0,0,3,0,0,6.162925051,4,1,4.534208741,1.683,5.085975702,5.443199588,12.10204124,-0.317685185,0,1,82.1408,1
0,3.132180171,0,0,0,3,0,0,7.135233092,5,1,3.105144931,2.0118,4.930646245,5.250185185,11.96013416,-0.365833333,0,1,74.0402,1
0,2.913612861,0,0,0,4,0,0,6.574941431,5,2,4.996160607,2.0773,4.980552573,5.336176304,12.04176682,-0.40287037,0,1,78.6853,1
0,2.969131168,0,0,0,0.5,-0.098333333,0,0,6,0,1.579905246,1.545,5.315334366,6.138888889,10.12053041,0,2.669860335,2,87.4633,1
0,0.686994384,7.74216733,0,2,3.25,0,0,0.766460193,1,2,5.831778724,-0.6407,4.810526111,1.248552532,12.36478411,-0.460009448,0.781776903,3,79.1559,1
0,0.938798045,0,0,2,3.5,0,0,1.106062318,1,2,5.831778724,0.2584,4.858185323,1.882297388,10.02315214,0.965916478,1.140741166,3,87.1468,1
7.441616866,0.572755959,8.121237582,0,2,3,0,0,0.636172037,1,2,3.997601689,-0.7309,4.389504661,1.029385865,13.37444874,-0.622602041,0.676714751,3,79.2837,1
0.239087123,0.696469237,7.020355056,0,2,3,0,0,0.784344826,1,2,3.997601689,-0.272,5.008848875,0.444745277,12.48943767,-0.437759791,0.728237919,3,83.8721,1
0,0.687286035,7.336800501,0,2,2.75,0,0,0.776340557,2,2,3.841882092,-0.1943,4.967694471,1.285589569,12.51700633,-0.452509448,0.753543934,3,83.4379,1
0,0.678968231,7.749102709,0,2,2.5,0,0,0,1,2,5.831778724,-0.5762,4.811126914,1.29957294,12.49392952,-0.397367725,0.806033376,2,84.1939,1
0,0.661870878,8.41016361,0,3,2.75,0,0,0.734023017,1,2,3.997601689,-1.8098,4.643778904,1.186052532,12.33700633,-0.500009448,0.808534549,3,74.9063,1
0,0.637463967,8.10227097,0,3,2.75,0,0,0.705272657,1,2,3.841882092,-1.8098,4.727152709,1.137441421,12.32478411,-0.522509448,0.747750105,3,74.9063,1
0,0.682786134,7.032102231,0,2,2.75,0,0,0.768758546,2,2,3.997601689,-0.1943,5.007479359,1.269385865,12.47608418,-0.455935374,0.715485007,3,83.4379,1
0,0.254626984,0.232462147,0,2,3,0,0,0.800708699,1,2,3.841882092,-0.272,5.012649619,0.435141585,12.53518191,-0.426336609,0.776204327,3,83.8721,1
0,0.508150104,7.718269999,0,2,3,0,0,0.563544771,1,2,3.841882092,-0.7309,4.759637774,0.910589569,13.83090566,-0.692509448,0.588374339,3,79.2837,1
0,0.700975773,7.551387866,0,2,1.75,-0.064449169,0,0.790459988,1,2,4.162963616,0.1625,4.850198394,1.40595994,12.89006189,0.069518141,0.823653829,3,92.8901,1
0,0.707625872,7.509137052,4,2,1.25,0,0,0.799193326,1,2,8.78078972,-1.0617,4.847740723,1.438691421,12.94876512,0.138270975,0.834313617,3,94.0746,1
0,0.711975709,7.564198603,3,2,1.75,0,0,0.802270237,1,2,7.015426052,-0.7737,4.845285497,1.418691421,12.86043604,0.113268141,0.83444011,3,91.163,1
0,0.713421684,7.623456607,0,2,2.25,0,0,0.801727263,1,2,5.43191025,-0.4857,4.840374019,1.387441421,12.74450633,0.067805178,0.829934028,3,88.2514,1
0,0.705665762,7.683791095,0,2,2.75,0,0,0.790435433,1,2,4.162963616,-0.5619,4.830550032,1.331885865,12.58561744,-0.038074452,0.813145068,3,83.2279,1
0,0.740794911,0,0,2,3.5,0,0,0.826483918,1,2,8.296072783,-0.0776,5.004572113,1.34633031,12.34235639,-0.380833333,0,2,77.5504,1
5.200416258,0.664220866,0,0,2,3.25,0,0,0.741052422,1,2,5.808293185,-0.6407,5.005445486,1.207163643,12.37202381,-0.48787037,0,3,79.1559,1
0,0,7.704076746,0,2,3.5,0,0,0.851891688,1,2,7.687648,-0.0776,4.808687304,1.387719199,12.30395077,-0.226213152,0.868915636,2,77.5504,1
0,0.540053094,7.696626397,3,2,1.75,0,0,0.62190095,2,2,6.721287077,-1.0106,4.814827043,1.285978836,12.72126512,-0.43468254,0.77804358,3,91.6115,1
0,0.659278434,7.734034421,0,2,2.75,0,0,0.69577738,2,2,4.628238036,-0.1943,4.812985296,1.261885865,12.51700633,-0.452509448,0.779696715,3,83.4379,1
0,0,7.726373058,0,2,3.5,0,0,0.746221307,3,3,5.831778724,0.8807,4.819222308,1.394108088,12.78811744,0.413838813,0.842297486,2,90.7595,1
0,0,7.746541057,0,2,2.25,0,0,0.756051979,2,2,7.189215997,-0.7219,4.723684163,1.317441421,12.57256189,-0.352092782,0.748472963,3,83.6071,1
0,0,7.746156571,0,2,6,0,0,0.710774224,3,2,14.73439129,0.9346,4.821020463,1.421885865,13.09810185,-0.241164021,0.840896694,2,106.066,1
0,0,7.817799793,0,2,2.25,0,0,0.70807379,2,3,5.831778724,-0.262,4.808011306,1.24133031,12.73738048,-1.227457483,0.761889138,2,88.3187,1
0,0,7.710178045,0,2,2.5,0,0,0.780134298,2,2,7.189215997,0.0337,4.816059517,1.428552532,12.683673,-0.192092782,0.868391543,2,86.6808,1
0,0,7.717102943,0,2,3,0,0,0.808338733,2,2,5.831778724,0.3688,4.813603203,1.408552532,12.52478411,-0.210009448,0.867874831,2,81.8324,1
0,0.73744969,7.730035136,0,3,3.25,0,0,0.788999463,1,2,5.831778724,-1.2743,4.812948469,1.328552532,12.44478411,-0.335009448,0.825225867,2,81.1002,1
7.5341615,0,7.537711282,0,2,5.75,0,0,0.788375971,2,2,12.4755861,0.636,4.858333583,1.435716175,13.11565586,0.057920918,0.825121833,3,107.5392,0
0,0.453656232,1.514523848,0,2,2.5,0,0,0.506602729,1,2,4.162963616,-0.7229,4.815063471,0.831885865,12.40561744,-1.444324452,0.520882493,3,79.0475,1
0,0.760762947,1.849954473,0,2,2.75,0,0,0.85404499,1,2,4.162963616,0.1762,4.862723599,1.465630721,12.63376559,0.338082955,0.888225904,3,87.0384,1
0,2.75089939,3.325882909,0,0,4.25,0,0,0,3,2,5.831778724,0.5119,4.86977778,5.515574688,10.01648547,1.914235219,0,3,86.9118,1
0,0.901454577,0,0,3,3,0,0,1.051705239,1,2,3.841882092,-0.9107,4.774811335,1.771186277,10.00274397,0.903416478,1.128753334,3,82.8972,1
0,0,0,0,2,2.75,0,0,1.072054714,2,2,7.189215997,0.9328,4.863717437,2.062297388,9.789727859,1.233833144,1.212161006,2,94.6717,1
0,0,0,0,2,3.25,0,0,1.118388494,2,2,5.831778724,1.2679,4.861261353,2.042297388,9.658616748,1.215916478,1.217284053,2,89.8233,1
0,0.925693254,0,0,2,3,0,0,1.102575901,2,2,3.997601689,0.7048,5.102788536,1.903130721,10.07774319,0.969990552,1.034421259,3,91.4288,1
6.811854656,0.839754651,0,0,2,3.25,0,0,0.984149588,1,2,3.997601689,0.1682,4.484817969,1.663130721,13.49085086,0.803323885,1.059890973,3,87.2746,1
0,3.022222297,2.915208333,2,1,-1.75,-0.380654822,0,0,5,1,25.66084614,-0.0721,4.985944314,2.46724982,10.06733302,2.041207877,0,2,141.7286,0
0,3.022222297,2.915208333,2,1,-1.75,-0.380654822,0,0,5,1,25.66084614,-0.0721,4.985944314,2.46724982,10.06733302,2.041207877,0,2,141.7286,0
0,0,0,2,0,-4.5,1.717565193,0,0,2,0,12.36495959,1.5135,5.040741244,9.720834555,10.90720884,0,0,2,88.3621,1
6.032532286,0,0,3,0,-2,0.605473356,0,0,4,2,7.016582972,1.9816,5.108633813,9.7306698,12.1342032,2.499162887,0,1,84.5061,1
6.075392408,0,0,4,0,-2,0,0,0,3,2,11.14223943,0.6315,5.132719632,9.739468026,12.18066681,2.971283121,0,1,85.3232,1
6.055008531,0,0,4,0,-2,0,0,0,4,2,11.14223943,0.6252,5.10371938,9.724855757,12.12221773,2.529667895,0,1,82.071,1
6.075392408,0,0,4,0,-2,0,0,0,3,2,11.14223943,0.6315,5.132719632,9.739468026,12.18066681,2.971283121,0,1,85.3232,1
6.155622382,0,0,0,1,6.25,0,0,0,5,2,17.8400339,1.688,4.960165833,9.811539273,12.28848734,1.052753685,0,1,95.9159,0
2.667845939,0,0,0,0,4.5,0,0,0,5,2,21.47243361,1.467,5.149629022,5.643124134,12.91834845,1.862846277,0,1,110.543,0
6.075200665,0,0,0,0,2.5,0,0,0,4,2,15.65291963,2.3016,5.157670823,9.833964042,12.33818641,2.75362817,0,1,98.4716,0
6.079020081,0,0,4,0,-2,0,0,0,3,2,11.14223943,0.4613,5.168502146,9.740091868,12.18316218,2.990137031,0,1,90.1085,1
6.070742923,0,0.312524899,4,0,-2.25,0,0,0,3,2,11.14223943,0.5475,5.114639368,0.626163164,12.1631128,2.838652806,0,1,82.5052,1
